game_id,side_id,player_id
20191212-1930-rockets-camdenhells,0,rockets-alex
20191212-1930-rockets-camdenhells,0,rockets-darnell
20191212-1930-rockets-camdenhells,0,rockets-marc
20191212-1930-rockets-camdenhells,0,rockets-patricia
20191212-1930-rockets-camdenhells,0,rockets-paul
20191212-1930-rockets-camdenhells,0,rockets-thriston
20191212-1930-rockets-camdenhells,0,lostangels-daria
20191212-1930-rockets-camdenhells,0,ringers-yinka
20191212-1930-rockets-camdenhells,1,camdenhells-davidgalindo
20191212-1930-rockets-camdenhells,1,camdenhells-sean
20191212-1930-rockets-camdenhells,1,rockets-anna
20191212-1930-rockets-camdenhells,1,rockets-malachi
20191212-1930-rockets-camdenhells,1,kissmygrass-steph
20191212-1930-rockets-camdenhells,1,greenmachine-ahmed
20191212-1930-rockets-camdenhells,1,camdenhells-jess
20191212-1930-rockets-camdenhells,1,lostangels-rob
20191219-2100-northlondonlions-lostangels,0,northlondonlions-tanky
20191219-2100-northlondonlions-lostangels,0,northlondonlions-banksy
20191219-2100-northlondonlions-lostangels,0,northlondonlions-luke
20191219-2100-northlondonlions-lostangels,0,northlondonlions-kylie
20191219-2100-northlondonlions-lostangels,0,northlondonlions-kat
20191219-2100-northlondonlions-lostangels,0,northlondonlions-kia
20191219-2100-northlondonlions-lostangels,0,northlondonlions-boma
20191219-2100-northlondonlions-lostangels,0,northlondonlions-tom
20191219-2100-northlondonlions-lostangels,0,northlondonlions-zoey
20191219-2100-northlondonlions-lostangels,0,northlondonlions-kenny
20191219-2100-northlondonlions-lostangels,1,lostangels-aldis
20191219-2100-northlondonlions-lostangels,1,lostangels-carlos
20191219-2100-northlondonlions-lostangels,1,lostangels-carlotta
20191219-2100-northlondonlions-lostangels,1,lostangels-daria
20191219-2100-northlondonlions-lostangels,1,lostangels-jazeps
20191219-2100-northlondonlions-lostangels,1,lostangels-john
20191219-2100-northlondonlions-lostangels,1,lostangels-rolands
20191219-2100-northlondonlions-lostangels,1,lostangels-sophie
20191219-2100-northlondonlions-lostangels,1,kissmygrass-steph
20191017-1845-hotshots-rockets,0,rockets-alex
20191017-1845-hotshots-rockets,0,rockets-darnell
20191017-1845-hotshots-rockets,0,rockets-janis
20191017-1845-hotshots-rockets,0,rockets-marc
20191017-1845-hotshots-rockets,0,rockets-patricia
20191017-1845-hotshots-rockets,0,rockets-paul
20191017-1845-hotshots-rockets,0,rockets-thriston
20191017-1845-hotshots-rockets,0,kissmygrass-steph
20191017-1845-hotshots-rockets,1,hotshots-marine
20191017-1845-hotshots-rockets,1,hotshots-daniel
20191017-1845-hotshots-rockets,1,hotshots-weronika
20191017-1845-hotshots-rockets,1,hotshots-martin
20191017-1845-hotshots-rockets,1,hotshots-davidm
20191017-1845-hotshots-rockets,1,hotshots-sharad
20191017-1845-hotshots-rockets,1,hotshots-harrison
20191017-1845-hotshots-rockets,1,hotshots-maliena
20191017-1845-hotshots-rockets,1,hotshots-keir
